"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"2002M12","Australian dollar","National currency","Value at the end of the period","1.8556",""
"2002M12","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2002M12","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2002M12","Brazilian real","National currency","Average","3.6984",""
"2002M12","Brazilian real","National currency","Value at the end of the period","3.7124",""
"2002M12","Canadian dollar","National currency","Average","1.5872",""
"2002M12","Canadian dollar","National currency","Value at the end of the period","1.6550",""
"2002M12","Chinese renminbi-yuan","National currency","Average","8.4281",""
"2002M12","Chinese renminbi-yuan","National currency","Value at the end of the period","8.6801",""
"2002M12","Hong Kong dollar","National currency","Average","7.9409",""
"2002M12","Hong Kong dollar","National currency","Value at the end of the period","8.1781",""
"2002M12","Indonesian rupiah","National currency","Average","9,088.92",""
"2002M12","Indonesian rupiah","National currency","Value at the end of the period","9,387.21",""
"2002M12","Israeli shekel","National currency","Average","4.7798",""
"2002M12","Israeli shekel","National currency","Value at the end of the period","4.9708",""
"2002M12","Indian rupee","National currency","Average","49.0004",""
"2002M12","Indian rupee","National currency","Value at the end of the period","50.2930",""
"2002M12","Japanese yen","National currency","Average","124.20",""
"2002M12","Japanese yen","National currency","Value at the end of the period","124.39",""
"2002M12","South Korean won","National currency","Average","1,226.88",""
"2002M12","South Korean won","National currency","Value at the end of the period","1,243.76",""
"2002M12","Mexican peso","National currency","Average","10.4100",""
"2002M12","Mexican peso","National currency","Value at the end of the period","10.9605",""
"2002M12","Malaysian ringgit","National currency","Average","3.8707",""
"2002M12","Malaysian ringgit","National currency","Value at the end of the period","3.9857",""
"2002M12","New Zealand dollar","National currency","Average","1.9947",""
"2002M12","New Zealand dollar","National currency","Value at the end of the period","1.9975",""
"2002M12","Philippine peso","National currency","Average","54.498",""
"2002M12","Philippine peso","National currency","Value at the end of the period","56.318",""
"2002M12","Russian rouble","National currency","Average","32.4540",""
"2002M12","Russian rouble","National currency","Value at the end of the period","33.5108",""
"2002M12","Singapore dollar","National currency","Average","1.7858",""
"2002M12","Singapore dollar","National currency","Value at the end of the period","1.8199",""
"2002M12","Thai baht","National currency","Average","44.1170",""
"2002M12","Thai baht","National currency","Value at the end of the period","45.2369",""
"2002M12","New Taiwan dollar","National currency","Average","35.4940",""
"2002M12","New Taiwan dollar","National currency","Value at the end of the period","36.4480",""
"2002M12","US dollar","National currency","Average","1.0183",""
"2002M12","US dollar","National currency","Value at the end of the period","1.0487",""
"2002M12","South African rand","National currency","Average","9.1039",""
"2002M12","South African rand","National currency","Value at the end of the period","9.0094",""
"2003M01","Bulgarian lev","National currency","Average","1.9555",""
"2003M01","Bulgarian lev","National currency","Value at the end of the period","1.9557",""
"2003M01","Czech koruna","National currency","Average","31.489",""
"2003M01","Czech koruna","National currency","Value at the end of the period","31.572",""
"2003M01","Danish krone","National currency","Average","7.4324",""
"2003M01","Danish krone","National currency","Value at the end of the period","7.4368",""
"2003M01","Croatian kuna","National currency","Average","7.52320",""
"2003M01","Croatian kuna","National currency","Value at the end of the period","7.56750",""
"2003M01","Hungarian forint","National currency","Average","240.39",""
"2003M01","Hungarian forint","National currency","Value at the end of the period","243.98",""
"2003M01","Polish zloty","National currency","Average","4.0704",""
"2003M01","Polish zloty","National currency","Value at the end of the period","4.1345",""
"2003M01","Romanian leu","National currency","Average","3.5539",""
"2003M01","Romanian leu","National currency","Value at the end of the period","3.5848",""
"2003M01","Swedish krona","National currency","Average","9.1733",""
"2003M01","Swedish krona","National currency","Value at the end of the period","9.2285",""
"2003M01","Pound sterling","National currency","Average","0.65711",""
"2003M01","Pound sterling","National currency","Value at the end of the period","0.65570",""
"2003M01","Swiss franc","National currency","Average","1.4621",""
"2003M01","Swiss franc","National currency","Value at the end of the period","1.4678",""
"2003M01","Icelandic krona","National currency","Average","84.45",""
"2003M01","Icelandic krona","National currency","Value at the end of the period","83.54",""
"2003M01","Norwegian krone","National currency","Average","7.3328",""
"2003M01","Norwegian krone","National currency","Value at the end of the period","7.4520",""
"2003M01","Albanian lek","National currency","Average","140.06",""
"2003M01","Albanian lek","National currency","Value at the end of the period","141.15",""
"2003M01","Denar (of North Macedonia)","National currency","Average","61.0870",""
"2003M01","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1021",""
"2003M01","Serbian dinar","National currency","Average","62.0164",""
"2003M01","Serbian dinar","National currency","Value at the end of the period","62.4138",""
"2003M01","Turkish lira","National currency","Average","1.7671",""
"2003M01","Turkish lira","National currency","Value at the end of the period","1.7810",""
"2003M01","Argentine peso","National currency","Average","3.4864",""
"2003M01","Argentine peso","National currency","Value at the end of the period","3.5422",""
"2003M01","Australian dollar","National currency","Average","1.8218",""
"2003M01","Australian dollar","National currency","Value at the end of the period","1.8397",""
"2003M01","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2003M01","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2003M01","Brazilian real","National currency","Average","3.6527",""
"2003M01","Brazilian real","National currency","Value at the end of the period","3.8256",""
"2003M01","Canadian dollar","National currency","Average","1.6364",""
"2003M01","Canadian dollar","National currency","Value at the end of the period","1.6562",""
"2003M01","Chinese renminbi-yuan","National currency","Average","8.7917",""
"2003M01","Chinese renminbi-yuan","National currency","Value at the end of the period","8.9524",""
"2003M01","Hong Kong dollar","National currency","Average","8.2841",""
"2003M01","Hong Kong dollar","National currency","Value at the end of the period","8.4363",""
"2003M01","Indonesian rupiah","National currency","Average","9,442.07",""
"2003M01","Indonesian rupiah","National currency","Value at the end of the period","9,596.46",""
"2003M01","Israeli shekel","National currency","Average","5.1401",""
"2003M01","Israeli shekel","National currency","Value at the end of the period","5.2176",""
"2003M01","Indian rupee","National currency","Average","50.8847",""
"2003M01","Indian rupee","National currency","Value at the end of the period","51.6610",""
